Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Elavl3	ENSMUST00000003501.7	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C) 	14	1	1	0	0	0	0	0	0	3	mmu-miR-7a-5p	-0.02	-0.03	0.59	2005, 2007, 2011
Fxr1	ENSMUST00000001620.8	fragile X mental retardation gene 1, autosomal homolog 	8337	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.02	-0.18	0.42	2007
Fam104a	ENSMUST00000120194.1	family with sequence similarity 104, member A 	631	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.02	-0.10	< 0.1	2007
Ptk2	ENSMUST00000110036.3	PTK2 protein tyrosine kinase 2 	1066	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.02	-0.17	0.32	2005, 2007, 2009, 2011
Prdm11	ENSMUST00000111274.2	PR domain containing 11 	40	1	0	0	1	1	0	0	1	1	mmu-miR-7a-5p	-0.02	-0.02	0.33	2005, 2007
Bahd1	ENSMUST00000036578.6	bromo adjacent homology domain containing 1 	147	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.02	-0.02	0.14	2007, 2009, 2011
Klf9	ENSMUST00000036884.1	Kruppel-like factor 9 	771	1	0	0	1	1	0	0	1	0	mmu-miR-7a-5p	-0.02	-0.03	< 0.1	2005, 2007
Col4a3bp	ENSMUST00000077672.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	198	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.02	-0.10	< 0.1	2011
Ssbp2	ENSMUST00000004094.9	single-stranded DNA binding protein 2 	715	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.02	-0.29	0.70	2011
Pogk	ENSMUST00000131487.2	pogo transposable element with KRAB domain 	370	1	0	0	1	1	0	0	1	3	mmu-miR-7a-5p	-0.02	-0.02	< 0.1	2005, 2007, 2009, 2011
Kdm7a	ENSMUST00000002305.8	lysine (K)-specific demethylase 7A 	770	1	0	0	1	1	0	0	1	2	mmu-miR-7a-5p	-0.02	-0.02	< 0.1	2007, 2009, 2011
Fzd5	ENSMUST00000063982.6	frizzled homolog 5 (Drosophila) 	316	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.02	-0.02	0.14	2007, 2009, 2011
Commd1	ENSMUST00000159081.2	COMM domain containing 1 	189	1	1	0	0	3	1	0	2	2	mmu-miR-7a-5p	-0.02	-0.49	0.45	
Nfib	ENSMUST00000107245.3	nuclear factor I/B 	2888	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.02	-0.02	0.13	2007, 2009, 2011
Agps	ENSMUST00000047232.8	alkylglycerone phosphate synthase 	4474	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.01	-0.24	0.60	2011
Eif5b	ENSMUST00000027252.7	eukaryotic translation initiation factor 5B 	574	1	0	0	1	1	1	0	0	4	mmu-miR-7a-5p	-0.01	-0.14	< 0.1	2011
Hdlbp	ENSMUST00000170883.2	high density lipoprotein (HDL) binding protein 	5751	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.01	-0.30	0.82	2007, 2009, 2011
Nova2	ENSMUST00000032571.8	neuro-oncological ventral antigen 2 	223	1	1	0	0	0	0	0	0	7	mmu-miR-7a-5p	-0.01	-0.03	0.71	2011
Ube2k	ENSMUST00000142407.2	ubiquitin-conjugating enzyme E2K 	1794	1	0	0	1	1	0	0	1	0	mmu-miR-7a-5p	-0.01	-0.10	< 0.1	2007, 2009, 2011
Fam58b	ENSMUST00000059468.5	family with sequence similarity 58, member B 	91	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.01	-0.27	0.24	
Plet1	ENSMUST00000114474.2	placenta expressed transcript 1 	770	1	1	0	0	3	0	2	1	1	mmu-miR-7a-5p	-0.01	-0.68	< 0.1	
Pgm3	ENSMUST00000070064.5	phosphoglucomutase 3 	832	1	0	1	0	1	0	0	1	1	mmu-miR-7a-5p	-0.01	-0.14	< 0.1	2011
Lingo1	ENSMUST00000053568.1	leucine rich repeat and Ig domain containing 1 	21	1	0	0	1	0	0	0	0	3	mmu-miR-7a-5p	-0.01	-0.01	< 0.1	2007, 2009, 2011
Oxr1	ENSMUST00000022918.8	oxidation resistance 1 	554	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.01	-0.35	0.78	2007, 2009, 2011
Lrrc71	ENSMUST00000023846.5	leucine rich repeat containing 71 	50	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.01	-0.03	< 0.1	
Kif1c	ENSMUST00000102554.2	kinesin family member 1C 	5983	1	1	0	0	0	0	0	0	2	mmu-miR-7a-5p	-0.01	-0.16	< 0.1	2009, 2011
Cd72	ENSMUST00000098104.4	CD72 antigen 	18	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.01	-0.04	ORF	
Gga2	ENSMUST00000033160.9	golgi associated, gamma adaptin ear containing, ARF binding protein 2 	2811	1	0	0	1	1	0	1	0	0	mmu-miR-7a-5p	-0.01	-0.17	< 0.1	2005, 2007, 2009, 2011
Grin2a	ENSMUST00000115835.2	glutamate receptor, ionotropic, NMDA2A (epsilon 1) 	6	1	0	0	1	6	1	3	2	5	mmu-miR-7a-5p	-0.01	-0.12	< 0.1	2005, 2007, 2009, 2011
Gspt1	ENSMUST00000167571.2	G1 to S phase transition 1 	10733	1	0	1	0	1	0	0	1	0	mmu-miR-7a-5p	-0.01	-0.26	0.57	2009, 2011
Med13l	ENSMUST00000100816.4	mediator complex subunit 13-like 	868	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.01	-0.01	< 0.1	2007, 2009, 2011
Lrrc58	ENSMUST00000078717.6	leucine rich repeat containing 58 	92	1	0	1	0	2	0	0	2	4	mmu-miR-7a-5p	-0.01	-0.04	0.33	2009, 2011
Ipo7	ENSMUST00000084731.3	importin 7 	920	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.01	-0.30	0.71	
Hoxa3	ENSMUST00000114434.3	homeobox A3 	48	1	0	1	0	2	0	1	1	2	mmu-miR-7a-5p	-0.01	-0.10	0.46	2005, 2007
Mars2	ENSMUST00000061334.9	methionine-tRNA synthetase 2 (mitochondrial) 	450	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.01	-0.03	< 0.1	
Nhej1	ENSMUST00000152855.1	nonhomologous end-joining factor 1 	276	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.01	-0.38	< 0.1	
H6pd	ENSMUST00000084117.7	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) 	2518	1	1	0	0	0	0	0	0	2	mmu-miR-7a-5p	-0.01	-0.03	< 0.1	2007
Brd3	ENSMUST00000028282.9	bromodomain containing 3 	296	1	0	0	1	1	0	0	1	0	mmu-miR-7a-5p	-0.01	-0.02	< 0.1	2005, 2007, 2009, 2011
Memo1	ENSMUST00000078459.6	mediator of cell motility 1 	375	1	0	0	1	0	0	0	0	9	mmu-miR-7a-5p	-0.01	-0.02	0.34	
Rpusd2	ENSMUST00000028796.1	RNA pseudouridylate synthase domain containing 2 	80	1	1	0	0	1	0	1	0	4	mmu-miR-7b-5p	-0.01	-0.12	< 0.1	2011
Hs2st1	ENSMUST00000043325.7	heparan sulfate 2-O-sulfotransferase 1 	972	1	0	0	1	4	0	2	2	3	mmu-miR-7a-5p	0	-0.27	< 0.1	
Rbm26	ENSMUST00000163545.2	RNA binding motif protein 26 	238	1	0	1	0	2	0	0	2	1	mmu-miR-7a-5p	0	-0.29	0.28	
Col1a2	ENSMUST00000031668.8	collagen, type I, alpha 2 	5625	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	0	-0.10	0.13	2005, 2007, 2009, 2011
Fbxl6	ENSMUST00000023219.7	F-box and leucine-rich repeat protein 6 	8	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.01	< 0.1	
Slc23a1	ENSMUST00000025212.5	solute carrier family 23 (nucleobase transporters), member 1 	435	2	0	0	2	1	0	0	1	3	mmu-miR-7b-5p	0	-0.19	< 0.1	
Tet1	ENSMUST00000050826.8	tet methylcytosine dioxygenase 1 	33	1	0	0	1	0	0	0	0	3	mmu-miR-7a-5p	0	-0.01	0.11	2007, 2011
Gemin2	ENSMUST00000021379.7	gem (nuclear organelle) associated protein 2 	964	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.32	0.72	
Lin52	ENSMUST00000137170.1	lin-52 homolog (C. elegans) 	424	1	0	1	0	0	0	0	0	3	mmu-miR-7a-5p	0	-0.22	0.72	
Alkbh3	ENSMUST00000111240.2	alkB, alkylation repair homolog 3 (E. coli) 	1023	1	1	0	0	1	0	1	0	2	mmu-miR-7b-5p	0	-0.21	< 0.1	
Ubr5	ENSMUST00000110336.2	ubiquitin protein ligase E3 component n-recognin 5 	901	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	0	-0.06	< 0.1	
Rrnad1	ENSMUST00000005016.10	ribosomal RNA adenine dimethylase domain containing 1 	308	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.04	< 0.1	
Sdccag8	ENSMUST00000027785.9	serologically defined colon cancer antigen 8 	113	1	1	0	0	0	0	0	0	3	mmu-miR-7a-5p	0	-0.03	0.23	
Becn1	ENSMUST00000130916.2	beclin 1, autophagy related 	1476	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.23	ORF	
Lrp10	ENSMUST00000022782.8	low-density lipoprotein receptor-related protein 10 	1035	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.09	0.44	
Ptpn6	ENSMUST00000004377.9	protein tyrosine phosphatase, non-receptor type 6 	64	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	0	-0.01	0.26	
Aldoc	ENSMUST00000017534.9	aldolase C, fructose-bisphosphate 	169	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.04	< 0.1	
Adh1	ENSMUST00000004232.9	alcohol dehydrogenase 1 (class I) 	3397	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	0	-0.31	< 0.1	
Gmpr	ENSMUST00000000260.7	guanosine monophosphate reductase 	1547	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.10	0.41	
Cnp	ENSMUST00000103120.4	2',3'-cyclic nucleotide 3' phosphodiesterase 	104	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.08	0.19	2005, 2007
Cul1	ENSMUST00000031697.8	cullin 1 	1363	1	0	1	0	1	0	0	1	1	mmu-miR-7a-5p	0	-0.27	0.61	
Tcea3	ENSMUST00000102533.5	transcription elongation factor A (SII), 3 	1478	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	0	-0.09	0.16	
1700003E16Rik	ENSMUST00000032106.4	RIKEN cDNA 1700003E16 gene 	35	1	0	0	1	1	0	0	1	0	mmu-miR-7a-5p	0	-0.04	< 0.1	
Gpbp1	ENSMUST00000047627.8	GC-rich promoter binding protein 1 	1042	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.01	< 0.1	2009, 2011
Ylpm1	ENSMUST00000021670.9	YLP motif containing 1 	3227	1	1	0	0	0	0	0	0	5	mmu-miR-7a-5p	0	-0.06	< 0.1	
Ppl	ENSMUST00000035672.3	periplakin 	381	1	0	1	0	1	0	0	1	0	mmu-miR-7a-5p	0	-0.31	0.66	
Prss12	ENSMUST00000029603.8	protease, serine 12 neurotrypsin (motopsin) 	44	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	0	-0.02	0.40	
Npepl1	ENSMUST00000044415.10	aminopeptidase-like 1 	1113	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.27	< 0.1	
Dgkd	ENSMUST00000027517.8	diacylglycerol kinase, delta 	2455	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.10	< 0.1	2007
Cetn3	ENSMUST00000022009.8	centrin 3 	2682	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.10	0.38	
Aven	ENSMUST00000099588.3	apoptosis, caspase activation inhibitor 	1522	1	0	0	1	1	0	1	0	1	mmu-miR-7b-5p	0	-0.20	< 0.1	
Tbc1d1	ENSMUST00000101195.3	TBC1 domain family, member 1 	699	1	1	0	0	1	0	0	1	1	mmu-miR-7a-5p	0	-0.04	< 0.1	
Slirp	ENSMUST00000161023.2	SRA stem-loop interacting RNA binding protein 	7762	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.03	< 0.1	
Uba5	ENSMUST00000035166.6	ubiquitin-like modifier activating enzyme 5 	947	1	0	0	1	1	0	1	0	0	mmu-miR-7a-5p	0	-0.03	< 0.1	
Rufy2	ENSMUST00000119567.2	RUN and FYVE domain-containing 2 	362	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	0	-0.01	ORF	
Abcc6	ENSMUST00000002850.5	ATP-binding cassette, sub-family C (CFTR/MRP), member 6 	665	1	0	1	0	1	0	1	0	2	mmu-miR-7a-5p	0	-0.12	0.62	
Psmd2	ENSMUST00000007212.8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 	7910	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	0	-0.02	0.26	
Otud7a	ENSMUST00000058476.8	OTU domain containing 7A 	10	1	0	0	1	2	0	0	2	2	mmu-miR-7a-5p	0	-0.03	< 0.1	
