Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
KITLG	ENST00000228280.5	KIT ligand 	100	1	1	0	0	1	1	0	0	1	hsa-miR-181d-5p	-0.19	-0.21	< 0.1	2009, 2011
GNAQ	ENST00000286548.4	guanine nucleotide binding protein (G protein), q polypeptide 	47	3	0	2	1	0	0	0	0	2	hsa-miR-181a-5p	-0.19	-0.21	0.94	
AHNAK	ENST00000378024.4	AHNAK nucleoprotein 	682	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.19	-0.19	0.52	2009, 2011
RAD21	ENST00000297338.2	RAD21 homolog (S. pombe) 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.19	-0.19	0.45	2005, 2007, 2009, 2011
TMCC1	ENST00000432054.2	transmembrane and coiled-coil domain family 1 	97	2	0	1	1	0	0	0	0	0	hsa-miR-181b-5p	-0.19	-0.20	0.85	2005, 2007, 2009, 2011
AKT3	ENST00000366539.1	v-akt murine thymoma viral oncogene homolog 3 	168	3	1	1	1	2	0	1	1	0	hsa-miR-181a-5p	-0.19	-0.31	0.77	2005, 2007
ANKRD44	ENST00000282272.8	ankyrin repeat domain 44 	187	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.19	-0.21	0.35	2011
EMC1	ENST00000477853.1	ER membrane protein complex subunit 1 	5396	1	0	1	0	1	0	1	0	2	hsa-miR-181a-5p	-0.19	-0.21	0.30	
PRKAR2A	ENST00000265563.8	protein kinase, cAMP-dependent, regulatory, type II, alpha 	583	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.19	-0.20	0.74	
NREP	ENST00000379671.3	neuronal regeneration related protein 	409	1	0	1	0	1	0	1	0	1	hsa-miR-181c-5p	-0.19	-0.35	0.36	
RNF125	ENST00000217740.3	ring finger protein 125, E3 ubiquitin protein ligase 	214	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.19	0.40	2009, 2011
MFAP3L	ENST00000393704.3	microfibrillar-associated protein 3-like 	69	1	0	1	0	1	0	0	1	3	hsa-miR-181a-5p	-0.19	-0.23	0.73	2009, 2011
RNF144B	ENST00000259939.3	ring finger protein 144B 	17	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.19	-0.19	< 0.1	2011
CYP26B1	ENST00000001146.2	cytochrome P450, family 26, subfamily B, polypeptide 1 	1315	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.19	-0.19	0.78	2009, 2011
CCNG1	ENST00000340828.2	cyclin G1 	1547	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.19	< 0.1	2009, 2011
HEPHL1	ENST00000315765.9	hephaestin-like 1 	5	2	0	2	0	1	0	1	0	1	hsa-miR-181a-5p	-0.19	-0.19	0.82	2009, 2011
BAZ2B	ENST00000392782.1	bromodomain adjacent to zinc finger domain, 2B 	25	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.19	-0.19	0.76	2011
MITF	ENST00000328528.6	microphthalmia-associated transcription factor 	593	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.19	-0.19	0.52	
DNAJB1	ENST00000254322.2	DnaJ (Hsp40) homolog, subfamily B, member 1 	29	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.19	-0.20	0.75	2009, 2011
LMBRD2	ENST00000296603.4	LMBR1 domain containing 2 	211	1	1	0	0	1	0	0	1	2	hsa-miR-181a-5p	-0.19	-0.23	0.32	2007, 2009, 2011
GSE1	ENST00000253458.7	Gse1 coiled-coil protein 	133	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.19	-0.19	0.76	2005, 2007, 2009, 2011
CCNK	ENST00000389879.5	cyclin K 	1777	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.31	0.76	2005, 2007, 2009, 2011
CYR61	ENST00000451137.2	cysteine-rich, angiogenic inducer, 61 	2690	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.19	-0.19	0.51	2007, 2011
CAMSAP2	ENST00000358823.2	calmodulin regulated spectrin-associated protein family, member 2 	235	1	0	0	1	1	0	1	0	1	hsa-miR-181d-5p	-0.19	-0.20	0.44	2009, 2011
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.19	-0.19	0.76	2005, 2007, 2009, 2011
NOG	ENST00000332822.4	noggin 	107	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.19	0.42	2005, 2007
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.19	0.94	2009, 2011
CARM1	ENST00000327064.4	coactivator-associated arginine methyltransferase 1 	663	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.19	0.74	2005, 2007, 2009, 2011
HINT3	ENST00000229633.5	histidine triad nucleotide binding protein 3 	131	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.19	-0.20	0.39	
TNPO1	ENST00000337273.5	transportin 1 	2041	5	1	4	0	2	2	0	0	2	hsa-miR-181a-5p	-0.19	-0.32	> 0.99	2007, 2009, 2011
KLHL42	ENST00000381271.2	kelch-like family member 42 	2120	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.19	-0.19	0.22	2009, 2011
HECA	ENST00000367658.2	headcase homolog (Drosophila) 	783	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.18	-0.18	0.76	2005, 2007, 2009, 2011
ANP32A	ENST00000465139.2	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A 	717	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.18	-0.35	< 0.1	2011
PRIMA1	ENST00000393140.1	proline rich membrane anchor 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.18	-0.18	0.76	2007, 2009, 2011
MAP3K10	ENST00000253055.3	mitogen-activated protein kinase kinase kinase 10 	178	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.61	2005, 2007, 2009, 2011
EMX2	ENST00000442245.4	empty spiracles homeobox 2 	54	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.18	-0.20	0.43	2011
ERG	ENST00000398905.1	v-ets avian erythroblastosis virus E26 oncogene homolog 	184	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.18	-0.20	0.52	2005, 2007, 2011
ZDHHC21	ENST00000380916.4	zinc finger, DHHC-type containing 21 	196	1	1	0	0	3*	0	1	1	2	hsa-miR-181d-5p	-0.18	-0.33	< 0.1	
IQGAP2	ENST00000274364.6	IQ motif containing GTPase activating protein 2 	588	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.18	-0.28	0.53	2005, 2007, 2009
IPO5	ENST00000261574.5	importin 5 	1826	2	0	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.20	0.89	2005, 2007, 2009, 2011
DNAJB14	ENST00000442697.2	DnaJ (Hsp40) homolog, subfamily B, member 14 	10	1	0	1	0	1	1	0	0	1	hsa-miR-181a-5p	-0.18	-0.29	0.57	
ZFAND5	ENST00000237937.3	zinc finger, AN1-type domain 5 	2522	1	0	0	1	0	0	0	0	2	hsa-miR-181c-5p	-0.18	-0.19	0.53	2007, 2009, 2011
SAMHD1	ENST00000262878.4	SAM domain and HD domain 1 	448	1	1	0	0	1	0	0	1	3	hsa-miR-181a-5p	-0.18	-0.21	0.11	2011
NAB1	ENST00000337386.5	NGFI-A binding protein 1 (EGR1 binding protein 1) 	279	1	0	0	1	0	0	0	0	2	hsa-miR-181a-5p	-0.18	-0.18	0.37	2005, 2007, 2009, 2011
CXADR	ENST00000356275.6	coxsackie virus and adenovirus receptor 	56	2	0	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.28	0.83	2011
TRPM7	ENST00000560955.1	transient receptor potential cation channel, subfamily M, member 7 	281	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.18	-0.18	0.53	2011
YWHAZ	ENST00000395957.2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide 	184	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.52	2011
ATP2B1	ENST00000261173.2	ATPase, Ca++ transporting, plasma membrane 1 	699	2	1	0	1	1	0	0	1	0	hsa-miR-181d-5p	-0.18	-0.23	0.48	2005, 2007, 2009, 2011
GPSM1	ENST00000440944.1	G-protein signaling modulator 1 	5243	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.18	-0.18	0.76	2011
USP33	ENST00000370794.3	ubiquitin specific peptidase 33 	287	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.18	-0.18	0.44	2005, 2007, 2009, 2011
TMEM64	ENST00000458549.2	transmembrane protein 64 	200	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.18	-0.25	0.76	2009, 2011
MYCBP	ENST00000397572.2	MYC binding protein 	85	1	0	0	1	0	0	0	0	2	hsa-miR-181d-5p	-0.18	-0.24	0.51	2009, 2011
C6orf62	ENST00000378119.4	chromosome 6 open reading frame 62 	300	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.18	-0.55	0.76	2005, 2007, 2009, 2011
GDPD1	ENST00000284116.4	glycerophosphodiester phosphodiesterase domain containing 1 	138	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.18	-0.18	0.47	2005, 2007, 2009, 2011
ADAT2	ENST00000606514.1	adenosine deaminase, tRNA-specific 2 	303	1	0	0	1	0	0	0	0	3	hsa-miR-181b-5p	-0.18	-0.23	0.44	
ZFP1	ENST00000464850.1	ZFP1 zinc finger protein 	32	1	1	0	0	2	0	2	0	4	hsa-miR-181c-5p	-0.18	-0.37	< 0.1	
USP15	ENST00000353364.3	ubiquitin specific peptidase 15 	286	2	0	0	2	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.28	0.78	2005, 2007, 2009, 2011
MTMR10	ENST00000435680.1	myotubularin related protein 10 	30	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.18	-0.19	0.74	2009, 2011
TM9SF3	ENST00000371142.4	transmembrane 9 superfamily member 3 	1030	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.18	-0.25	0.78	2007, 2009, 2011
PRICKLE2	ENST00000295902.6	prickle homolog 2 (Drosophila) 	20	2	0	1	1	0	0	0	0	3	hsa-miR-181a-5p	-0.18	-0.18	0.63	2005, 2007, 2009, 2011
FOS	ENST00000303562.4	FBJ murine osteosarcoma viral oncogene homolog 	3716	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.70	2005, 2007, 2009, 2011
ELMSAN1	ENST00000394071.2	ELM2 and Myb/SANT-like domain containing 1 	15	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.22	0.74	2007, 2009, 2011
ATP8B2	ENST00000368489.3	ATPase, aminophospholipid transporter, class I, type 8B, member 2 	244	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.53	2005, 2007, 2009, 2011
DMTN	ENST00000265800.5	dematin actin binding protein 	333	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.51	2005, 2007, 2009, 2011
IGF2BP3	ENST00000258729.3	insulin-like growth factor 2 mRNA binding protein 3 	30	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.48	2007, 2009, 2011
WIF1	ENST00000286574.4	WNT inhibitory factor 1 	28	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.18	-0.18	0.44	
ARID2	ENST00000457135.1	AT rich interactive domain 2 (ARID, RFX-like) 	891	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.18	-0.18	0.70	2009, 2011
EED	ENST00000327320.4	embryonic ectoderm development 	142	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.76	2005, 2007, 2009, 2011
TPST2	ENST00000338754.4	tyrosylprotein sulfotransferase 2 	1220	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.50	
CRYBG3	ENST00000389622.2	beta-gamma crystallin domain containing 3 	46	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.42	2007, 2009
CUL3	ENST00000264414.4	cullin 3 	1476	2	0	1	1	0	0	0	0	2	hsa-miR-181a-5p	-0.17	-0.32	0.87	2005, 2007, 2009, 2011
WASL	ENST00000223023.4	Wiskott-Aldrich syndrome-like 	230	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.17	-0.18	0.49	
DLGAP2	ENST00000421627.2	discs, large (Drosophila) homolog-associated protein 2 	5	3	0	2	1	2	0	2	0	6	hsa-miR-181a-5p	-0.17	-0.17	0.98	2005, 2007, 2009, 2011
VCAN	ENST00000265077.3	versican 	542	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.17	-0.18	0.78	2011
ZNF697	ENST00000421812.2	zinc finger protein 697 	43	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.17	-0.17	0.66	2007, 2011
SF1	ENST00000377390.3	splicing factor 1 	17473	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.17	-0.17	0.62	2009, 2011
CHIC1	ENST00000373504.6	cysteine-rich hydrophobic domain 1 	16	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.45	2007, 2009, 2011
FAM89A	ENST00000366654.4	family with sequence similarity 89, member A 	368	1	0	0	1	0	0	0	0	1	hsa-miR-181c-5p	-0.17	-0.18	0.37	
YY1	ENST00000262238.4	YY1 transcription factor 	1803	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.18	0.53	2005, 2007, 2009, 2011
NPTXR	ENST00000333039.2	neuronal pentraxin receptor 	578	2	0	2	0	0	0	0	0	1	hsa-miR-181d-5p	-0.17	-0.17	0.86	2005, 2007, 2009, 2011
POM121C	ENST00000257665.5	POM121 transmembrane nucleoporin C 	5	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.78	2011
CEP97	ENST00000341893.3	centrosomal protein 97kDa 	290	1	1	0	0	2	0	2	0	1	hsa-miR-181a-5p	-0.17	-0.22	0.41	
MAEA	ENST00000303400.4	macrophage erythroblast attacher 	5906	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.52	2005, 2007, 2009, 2011
RBM25	ENST00000261973.7	RNA binding motif protein 25 	1190	1	1	0	0	2	0	2	0	1	hsa-miR-181a-5p	-0.17	-0.20	< 0.1	2005, 2007, 2011
SPIRE1	ENST00000409402.4	spire-type actin nucleation factor 1 	103	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.17	-0.18	0.74	2005, 2007, 2009, 2011
RIMKLB	ENST00000357529.3	ribosomal modification protein rimK-like family member B 	164	1	0	0	1	1	0	0	1	0	hsa-miR-181c-5p	-0.17	-0.24	0.52	2007, 2009, 2011
FBXL3	ENST00000355619.5	F-box and leucine-rich repeat protein 3 	842	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.19	0.74	
CPD	ENST00000225719.4	carboxypeptidase D 	1766	2	1	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.17	-0.18	0.80	2005, 2007, 2009, 2011
STK10	ENST00000176763.5	serine/threonine kinase 10 	655	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.17	-0.33	0.36	2011
MYBL1	ENST00000522677.3	v-myb avian myeloblastosis viral oncogene homolog-like 1 	53	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.17	-0.17	0.74	2007, 2009, 2011
OTUD4	ENST00000454497.2	OTU domain containing 4 	18	1	1	0	0	0	0	0	0	2	hsa-miR-181a-5p	-0.17	-0.17	0.72	2007, 2009, 2011
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	1	0	0	1	1	0	0	1	1	hsa-miR-181c-5p	-0.17	-0.17	0.52	2011
CDK8	ENST00000536792.1	cyclin-dependent kinase 8 	280	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.48	2009, 2011
TTLL7	ENST00000260505.8	tubulin tyrosine ligase-like family, member 7 	93	1	0	1	0	2	0	2	0	0	hsa-miR-181d-5p	-0.17	-0.18	0.78	
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	2	1	1	0	1	0	1	0	1	hsa-miR-181c-5p	-0.17	-0.26	0.90	2005, 2007, 2009, 2011
DUSP5	ENST00000369583.3	dual specificity phosphatase 5 	600	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	0.51	2005, 2007, 2009, 2011
VCAM1	ENST00000347652.2	vascular cell adhesion molecule 1 	33	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	< 0.1	
DCLK3	ENST00000416516.2	doublecortin-like kinase 3 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.17	< 0.1	
BTG2	ENST00000290551.4	BTG family, member 2 	758	1	0	0	1	0	0	0	0	0	hsa-miR-181b-5p	-0.17	-0.17	0.36	
EPN2	ENST00000314728.5	epsin 2 	1609	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.17	-0.17	0.76	2009, 2011
YTHDC1	ENST00000344157.4	YTH domain containing 1 	307	1	0	0	1	2	0	2	0	2	hsa-miR-181a-5p	-0.17	-0.28	0.54	2007, 2009, 2011
RPS6KA6	ENST00000262752.2	ribosomal protein S6 kinase, 90kDa, polypeptide 6 	156	1	1	0	0	1	0	0	1	0	hsa-miR-181d-5p	-0.17	-0.26	0.67	2011
RAP1B	ENST00000250559.9	RAP1B, member of RAS oncogene family 	3599	2	0	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.17	-0.35	0.92	2005, 2007, 2009, 2011
HNRNPK	ENST00000376281.4	heterogeneous nuclear ribonucleoprotein K 	124	1	0	0	1	1	1	0	0	0	hsa-miR-181a-5p	-0.17	-0.29	0.53	2005, 2007
MARCKS	ENST00000368635.4	myristoylated alanine-rich protein kinase C substrate 	188	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.17	-0.30	0.53	2011
MYO1E	ENST00000288235.4	myosin IE 	198	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.17	-0.27	0.76	2009, 2011
ABI1	ENST00000376170.4	abl-interactor 1 	317	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.17	-0.17	0.50	2007, 2009, 2011
BCL6	ENST00000406870.2	B-cell CLL/lymphoma 6 	20	1	0	0	1	0	0	0	0	1	hsa-miR-181d-5p	-0.17	-0.17	0.42	2005, 2007
RFTN2	ENST00000295049.4	raftlin family member 2 	21	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.17	-0.17	0.35	2009, 2011
GNB4	ENST00000232564.3	guanine nucleotide binding protein (G protein), beta polypeptide 4 	343	3	1	1	1	2	0	1	1	1	hsa-miR-181d-5p	-0.17	-0.31	0.64	2009, 2011
LRRN1	ENST00000319331.3	leucine rich repeat neuronal 1 	79	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.17	-0.17	0.61	2005, 2007, 2011
ERLIN2	ENST00000276461.5	ER lipid raft associated 2 	887	1	0	1	0	1	1	0	0	1	hsa-miR-181c-5p	-0.17	-0.20	0.72	2009, 2011
PGRMC2	ENST00000296425.5	progesterone receptor membrane component 2 	2089	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.17	-0.19	0.47	2011
ENTPD6	ENST00000433259.2	ectonucleoside triphosphate diphosphohydrolase 6 (putative) 	616	2	2	0	0	1	0	1	0	0	hsa-miR-181b-5p	-0.17	-0.17	0.15	2009, 2011
NRXN1	ENST00000342183.5	neurexin 1 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.17	-0.17	0.65	2005, 2007, 2009, 2011
SIAE	ENST00000263593.3	sialic acid acetylesterase 	22	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.17	-0.17	0.37	
MAP3K8	ENST00000375321.1	mitogen-activated protein kinase kinase kinase 8 	22	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.17	-0.17	0.31	
ELAVL2	ENST00000380110.4	ELAV like neuron-specific RNA binding protein 2 	78	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.16	-0.18	0.67	2007, 2009, 2011
TGIF2	ENST00000373874.2	TGFB-induced factor homeobox 2 	192	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.16	-0.20	0.75	2009, 2011
SACM1L	ENST00000389061.5	SAC1 suppressor of actin mutations 1-like (yeast) 	159	1	0	0	1	1	0	1	0	0	hsa-miR-181d-5p	-0.16	-0.19	0.39	2005, 2007, 2009, 2011
CDH8	ENST00000584337.1	cadherin 8, type 2 	11	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.16	-0.16	0.74	2011
HSPA5	ENST00000324460.6	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) 	2715	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.16	-0.16	0.53	2005, 2007, 2009, 2011
PPP1R2	ENST00000328432.3	protein phosphatase 1, regulatory (inhibitor) subunit 2 	8	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.16	-0.16	0.36	2009, 2011
HOXB5	ENST00000239151.5	homeobox B5 	55	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.16	-0.16	0.23	2005, 2007
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	1	0	0	1	4	1	2	1	0	hsa-miR-181c-5p	-0.16	-0.18	0.54	2009, 2011
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	1	1	0	0	2	0	0	2	0	hsa-miR-181d-5p	-0.16	-0.24	0.79	2007, 2009, 2011
CNR1	ENST00000362094.5	cannabinoid receptor 1 (brain) 	40	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.16	-0.23	0.58	2005, 2007, 2009, 2011
BMP3	ENST00000282701.2	bone morphogenetic protein 3 	36	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.16	-0.16	0.48	2007, 2009, 2011
NIPBL	ENST00000448238.2	Nipped-B homolog (Drosophila) 	250	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.16	-0.17	0.76	2005, 2007, 2009, 2011
ATXN3	ENST00000545170.1	ataxin 3 	115	4	1	3	0	1	0	0	1	1	hsa-miR-181d-5p	-0.16	-0.22	0.88	2009, 2011
SOS1	ENST00000426016.1	son of sevenless homolog 1 (Drosophila) 	189	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.16	-0.16	0.65	2011
CSTF3	ENST00000323959.4	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa 	291	1	0	0	1	0	0	0	0	0	hsa-miR-181b-5p	-0.16	-0.16	0.38	2005, 2007
PODXL	ENST00000541194.1	podocalyxin-like 	2928	2	0	1	1	0	0	0	0	1	hsa-miR-181a-5p	-0.16	-0.17	0.87	2005, 2007, 2009, 2011
ERF	ENST00000222329.4	Ets2 repressor factor 	1007	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.16	-0.17	0.39	2005, 2007, 2009, 2011
GMPS	ENST00000496455.2	guanine monphosphate synthase 	867	1	1	0	0	2	0	0	2	2	hsa-miR-181a-5p	-0.16	-0.18	0.50	
EGR1	ENST00000239938.4	early growth response 1 	1956	1	0	0	1	0	0	0	0	1	hsa-miR-181c-5p	-0.16	-0.16	0.44	2005, 2007, 2009, 2011
HCN1	ENST00000303230.4	hyperpolarization activated cyclic nucleotide-gated potassium channel 1 	5	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.16	-0.19	0.76	2009, 2011
SLC26A9	ENST00000367135.3	solute carrier family 26 (anion exchanger), member 9 	18	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.16	-0.16	0.72	2009, 2011
SOCS3	ENST00000330871.2	suppressor of cytokine signaling 3 	5	1	0	0	1	0	0	0	0	3	hsa-miR-181d-5p	-0.16	-0.16	0.51	2009, 2011
RNF38	ENST00000259605.6	ring finger protein 38 	348	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.16	-0.17	0.28	
ITGA1	ENST00000282588.6	integrin, alpha 1 	400	2	1	1	0	0	0	0	0	3	hsa-miR-181d-5p	-0.16	-0.23	0.63	
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.16	-0.17	0.76	2007, 2009, 2011
DERL2	ENST00000572834.1	derlin 2 	261	1	0	0	1	0	0	0	0	2	hsa-miR-181a-5p	-0.16	-0.21	0.39	
SNAP25	ENST00000254976.2	synaptosomal-associated protein, 25kDa 	54	1	0	1	0	2	0	1	1	0	hsa-miR-181b-5p	-0.16	-0.23	0.71	
BCL9	ENST00000234739.3	B-cell CLL/lymphoma 9 	70	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.16	-0.16	0.45	2005, 2007, 2009, 2011
CDC5L	ENST00000371477.3	cell division cycle 5-like 	115	1	0	0	1	3	1	2	0	1	hsa-miR-181d-5p	-0.16	-0.23	0.40	
PANK3	ENST00000239231.6	pantothenate kinase 3 	522	1	0	0	1	5	1	3	1	0	hsa-miR-181d-5p	-0.16	-0.48	0.53	2011
RNF141	ENST00000265981.2	ring finger protein 141 	345	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.16	-0.17	0.25	
KAT2B	ENST00000263754.4	K(lysine) acetyltransferase 2B 	117	1	0	1	0	0	0	0	0	2	hsa-miR-181c-5p	-0.16	-0.16	0.37	2005, 2007
RCOR1	ENST00000262241.6	REST corepressor 1 	403	2	0	2	0	0	0	0	0	1	hsa-miR-181d-5p	-0.16	-0.22	0.95	2009, 2011
EPHA4	ENST00000281821.2	EPH receptor A4 	64	2	0	1	1	0	0	0	0	1	hsa-miR-181d-5p	-0.16	-0.21	0.65	2005, 2007, 2011
PAK4	ENST00000599386.1	p21 protein (Cdc42/Rac)-activated kinase 4 	130	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.16	-0.16	0.78	2005, 2007, 2009, 2011
KCNA4	ENST00000328224.6	potassium voltage-gated channel, shaker-related subfamily, member 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.16	-0.16	0.68	2011
DPYSL2	ENST00000311151.5	dihydropyrimidinase-like 2 	3087	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.16	-0.16	0.77	2005, 2007, 2009, 2011
RAD23B	ENST00000358015.3	RAD23 homolog B (S. cerevisiae) 	1012	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.16	-0.16	0.68	2009, 2011
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	2	0	2	0	0	0	0	0	2	hsa-miR-181c-5p	-0.16	-0.41	0.95	2007, 2009, 2011
